id,title,body,category,priority,full_text
355,mail,non riesco ad accedere al computer perché come sapete è già da un po' che ho questo problema e non so più cosa fare,Tecnico,media,mail non riesco ad accedere al computer perché come sapete è già da un po' che ho questo problema e non so più cosa fare
356,virus?,buongiorno il wifi non prende ciao serve subito,Tecnico,alta,virus buongiorno il wifi non prende ciao serve subito
357,rotto,sono in smart working ma il vpn non va e devo fare le note spese e un ordine e volevo anche dire ch ho già provato di tutto ma non funziona niente presentazione tra poco,Tecnico,alta,rotto sono in smart working ma il vpn non va e devo fare le note spese e un ordine e volevo anche dire ch ho già provato di tutto ma non funziona niente presentazione tra poco
358,pc rotto,"BUONGIORNO NON MI ARRIVANO LE MAIL DEI CLIENTI, CONTROLLATE GRAZIE! RIUNIONE IMPORTANTE",Tecnico,alta,pc rotto buongiorno non mi arrivano le mail dei clienti controllate grazie riunione importante
359,catalogo,salve la fattura è sbagliata grazie! stiamo perdendo tempo,Commerciale,alta,catalogo salve la fattura è sbagliata grazie stiamo perdendo tempo
360,LEGGERE,"Ma è possibile che non mi arrivano le mail dei clienti, controllate Voglio parlare con un responsabile!",Tecnico,media,leggere ma è possibile che non mi arrivano le mail dei clienti controllate voglio parlare con un responsabile
361,prodotto,proposta di collaborazione inoltre vi faccio presente che questa situzione va avanti da settimane,Commerciale,media,prodotto proposta di collaborazione inoltre vi faccio presente che questa situzione va avanti da settimane
362,CEDOLINO,congedo parentale e aggiungo che un mio collega ha lo stesso identico problema,Amministrazione,media,cedolino congedo parentale e aggiungo che un mio collega ha lo stesso identico problema
363,spedizione,"Spett.le ufficio, ho pagato ma non risulta Grazie per la collaborazione. non posso lavorare",Commerciale,alta,spedizione spett le ufficio ho pagato ma non risulta grazie per la collaborazione non posso lavorare
364,internet,Con la ptesente l'audio nn si sente Grazie per la collaborazione. con calma,Tecnico,bassa,internet con la ptesente l'audio nn si sente grazie per la collaborazione con calma
365,fattura,"Buongiorno, dov'è il mio ordine In attesa di Vs. risposta, cordialmente. solo per sapere",Commerciale,bassa,fattura buongiorno dov'è il mio ordine in attesa di vs risposta cordialmente solo per sapere
366,mail,Con la presente il pc è lentissimo Distinti saluti.,Tecnico,bassa,mail con la presente il pc è lentissimo distinti saluti
367,non va,"spett.le ufficio, l'audio non si sente distinti saluti.",Tecnico,bassa,non va spett le ufficio l'audio non si sente distinti saluti
368,prodotto,l'articolo é disponibilie solo per sapere,Commerciale,bassa,prodotto l'articolo é disponibilie solo per sapere
369,straordinari,"Con la presente documenti per la banca Ringraziando anticipatamente, porgo cordiali saluti. non posso lavorare",Amministrazione,alta,straordinari con la presente documenti per la banca ringraziando anticipatamente porgo cordiali saluti non posso lavorare
370,reso,devo fare un ordine ma ho bisogno dell'approvazione del budget grazie!!,Commerciale,media,reso devo fare un ordine ma ho bisogno dell'approvazione del budget grazie
371,busta paga,"Vi scrivo per devo firmare il contratto Ringraziando anticipatamente, porgo cordiali saluti.",Amministrazione,media,busta paga vi scrivo per devo firmare il contratto ringraziando anticipatamente porgo cordiali saluti
372,spedizione,"Spett.le ufficio, devo modificare l'ordine In attesa di Vs. risposta, cordialmente.",Commerciale,media,spedizione spett le ufficio devo modificare l'ordine in attesa di vs risposta cordialmente
373,reclamo,verifica credito inoltre vi faccio presente che questa situazione va avanti da settimane non so se si può,Commerciale,bassa,reclamo verifica credito inoltre vi faccio presente che questa situazione va avanti da settimane non so se si può
374,mail,"Ancora?? ho preso un virus Pretendo una risposta OGGI! so che è urgente ma non c'è fretta, fate con comodo",Tecnico,media,mail ancora ho preso un virus pretendo una risposta oggi so che è urgente ma non c'è fretta fate con comodo
375,stampa,programma si blocca sempre,Tecnico,media,stampa programma si blocca sempre
376,busta paga,voglio cambiare orario boh,Amministrazione,media,busta paga voglio cambiare orario boh
377,ticket,la busta paga è sbagliata ciao già ke ci siete,Amministrazione,bassa,ticket la busta paga è sbagliata ciao già ke ci siete
378,disponibilità,Ehi dov'è il mio ordine grazie! pensavo che forse,Commerciale,bassa,disponibilità ehi dov'è il mio ordine grazie pensavo che forse
379,prodotto,informazioni sui prodotti,Commerciale,media,prodotto informazioni sui prodotti
380,aiuto,non riesco ad accedere al portale per vedere la busta paga non c'è fretta,Tecnico,bassa,aiuto non riesco ad accedere al portale per vedere la busta paga non c'è fretta
381,RICHIESTA,MA È POSSIBILE CHE OUTLOOK NON SI APRE PRETENDO UNA RISPOSTA OGGI! SERVE SUBITO,Tecnico,alta,richiesta ma è possibile che outlook non si apre pretendo una risposta oggi serve subito
382,urgente,"non mi arrivano le mail dei praticamente clienti, controllate nn ricordo bene aspetto risposta",Tecnico,media,urgente non mi arrivano le mail dei praticamente clienti controllate nn ricordo bene aspetto risposta
383,da risolvere,prodotto è difettoso non è urgente,Commerciale,bassa,da risolvere prodotto è difettoso non è urgente
384,aiuto,ehi la fattura è sbagliata grz,Commerciale,media,aiuto ehi la fattura è sbagliata grz
385,contratto,ho bisogno permesso,Amministrazione,bassa,contratto ho bisogno permesso
386,urgente,richiesta maternità ok?,Amministrazione,media,urgente richiesta maternità ok
387,Fwd:,"Gentilissimi, excel si chiude da solo Grazie x la collaborazione. grz",Tecnico,media,fwd gentilissimi excel si chiude da solo grazie x la collaborazione grz
388,virus?,word non salva i file comunque sia vi chiedo di intervenire il prima possibile se potete,Tecnico,bassa,virus word non salva i file comunque sia vi chiedo di intervenire il prima possibile se potete
389,fattura,assistenza post vendita con calma,Commerciale,bassa,fattura assistenza post vendita con calma
390,da risolvere,"la mail per le note spese n parte, come faccio inoltre vi faccio presente che questa situazione va avanti da settimane non è urgente",Amministrazione,bassa,da risolvere la mail per le note spese n parte come faccio inoltre vi faccio presente che questa situazione va avanti da settimane non è urgente
391,permesso,mi serve un certificato di lavoro inoltre vi faccio presente che questa situazione va avanti da settimane,Amministrazione,bassa,permesso mi serve un certificato di lavoro inoltre vi faccio presente che questa situazione va avanti da settimane
392,PASSWORD,PER L'ENNESIMA VOLTA: IL MOUSE NON RISPONDE È LA TERZA VOLTA CHE LO SEGNALO!! SERVE SUBITO,Tecnico,alta,password per l'ennesima volta il mouse non risponde è la terza volta che lo segnalo serve subito
393,pagamento,Salve informazioni sui prodotti thx,Commerciale,media,pagamento salve informazioni sui prodotti thx
394,errore,devo fare il rimborso  diciamo che  spese boh,Amministrazione,media,errore devo fare il rimborso diciamo che spese boh
395,sconto,sollecito pagamento presentazione tra poco,Commerciale,alta,sconto sollecito pagamento presentazione tra poco
396,da risolvere,ho perso tutti i documenti perché come sapete e già da un po' che ho questo problema e non so più kosa fare era solo un'idea,Tecnico,bassa,da risolvere ho perso tutti i documenti perché come sapete e già da un po' che ho questo problema e non so più kosa fare era solo un'idea
397,offerta,LA FATTURA E' NEL SENSO SBAGLIATA ...NON RICORDO BENE,Commerciale,media,offerta la fattura e' nel senso sbagliata non ricordo bene
398,catalogo,ANCORA?? AVETE IL CATALOGO NON È POSSIBILE ANDARE AVANTI COSÌ! SERVE SUBITTO,Commerciale,alta,catalogo ancora avete il catalogo non è possibile andare avanti così serve subitto
399,reclamo,l'articolo è disponibile ciao,Commerciale,media,reclamo l'articolo è disponibile ciao
400,prodotto,upgrade del piano,Commerciale,media,prodotto upgrade del piano
401,schermo nero,non vedo le cartelle condivise perché come sapete è già da un po' che ho questo problema e non so più cosa fare,Tecnico,media,schermo nero non vedo le cartelle condivise perché come sapete è già da un po' che ho questo problema e non so più cosa fare
402,hr,richiesta smart working perché come sapete è già da un po' ch ho questo problema e non so più cosa fare riunione importante,Amministrazione,alta,hr richiesta smart working perché come sapete è già da un po' ch ho questo problema e non so più cosa fare riunione importante
403,reclamo,"Spett.le ufficio, devo fare un reso Ringraziando anticipatamente, porgo cordiali saluti.",Commerciale,media,reclamo spett le ufficio devo fare un reso ringraziando anticipatamente porgo cordiali saluti
404,cedolino,ehi devo scaricare la cud ma il sito non funziona graize quando poteet,Amministrazione,media,cedolino ehi devo scaricare la cud ma il sito non funziona graize quando poteet
405,rimborso,devo parlare con insomma hr ...non ricordo bene deadline domani,Amministrazione,alta,rimborso devo parlare con insomma hr non ricordo bene deadline domani
406,errore,proposta di collborazione comunque sia vi chiedo di intervenire il prima possibile se potete,Commerciale,bassa,errore proposta di collborazione comunque sia vi chiedo di intervenire il prima possibile se potete
407,segnalazione,devo fare un ordine ma ho bisogno dell'approvazione del budget xke come sapete è già da un po' ch ho questo problema e non so più cosa fare aspetto risposta,Commerciale,media,segnalazione devo fare un ordine ma ho bisogno dell'approvazione del budget xke come sapete è già da un po' ch ho questo problema e non so più cosa fare aspetto risposta
408,virus?,la password come dire non funzina più boh,Tecnico,media,virus la password come dire non funzina più boh
409,ferie,"Buongiorno, il cedolino ha un errore In attesa di Vs. risposta, cordialmente.",Amministrazione,alta,ferie buongiorno il cedolino ha un errore in attesa di vs risposta cordialmente
410,segnalazione,PER L'ENNESIMA VOLTA: LA STAMPANTE NON STAMPA VOGLIO PARLARE CON UN RESPONSABILE! QUANDO POTETE!!,Tecnico,media,segnalazione per l'ennesima volta la stampante non stampa voglio parlare con un responsabile quando potete
411,problema pc,non riesco ad accedere al portale vedere busta paga solo per sapere,Tecnico,bassa,problema pc non riesco ad accedere al portale vedere busta paga solo per sapere
412,malattia,Ehi cambio mansione grz il cliente aspetta,Amministrazione,alta,malattia ehi cambio mansione grz il cliente aspetta
413,(nessun oggetto),webcam nn funzina,Tecnico,media,nessun oggetto webcam nn funzina
414,fattura,Ehi promozioni attive thx dobbiamo consegnare,Commerciale,alta,fattura ehi promozioni attive thx dobbiamo consegnare
415,documento,Desidero segnalare che documenti per la banca Resto in attesa di un cortese riscontro. é un'emergenza,Amministrazione,alta,documento desidero segnalare che documenti per la banca resto in attesa di un cortese riscontro é un'emergenza
416,aiuto,"Buongiorno, documenti per la banca Ringraziando anticipatamente, porgo cordiali saluti. fatemi sapere ah dimenticavo questa cosa urgnte quando potete rispondete",Amministrazione,media,aiuto buongiorno documenti per la banca ringraziando anticipatamente porgo cordiali saluti fatemi sapere ah dimenticavo questa cosa urgnte quando potete rispondete
417,internet,vpn non si connette,Tecnico,media,internet vpn non si connette
418,rete,il pc n funziona e nn riesco a mandare l'ordine né a timbrare le ferie grz,Tecnico,media,rete il pc n funziona e nn riesco a mandare l'ordine né a timbrare le ferie grz
419,internet,webcam non funziona,Tecnico,alta,internet webcam non funziona
420,ufficio personale,devo firmare il contratto inoltre vi faccio presente che questa situazione va avanti da settimane,Amministrazione,media,ufficio personale devo firmare il contratto inoltre vi faccio presente che questa situazione va avanti da settimane
421,permesso,"la mail x più o meno le note spese non parte, cm faccio o qualcosa del genere quando potete",Amministrazione,bassa,permesso la mail x più o meno le note spese non parte cm faccio o qualcosa del genere quando potete
422,busta paga,richiesta maternità inoltre vi faccio presente che questa situazione va avanti da settimane dobbiamo consegnare,Amministrazione,alta,busta paga richiesta maternità inoltre vi faccio presente che questa situazione va avanti da settimane dobbiamo consegnare
423,(NESSUN OGGETTO),NON È ACCETTABILE CHE HO PRESO UN VIRUS NON È POSSIBILE ANDARE AVANTI COSÌ!,Tecnico,bassa,nessun oggetto non è accettabile che ho preso un virus non è possibile andare avanti così
424,prodotto,ci sono offerte,Commerciale,media,prodotto ci sono offerte
425,ordine,SONO NUOVO CLIENTE,Commerciale,media,ordine sono nuovo cliente
426,BLOCCATO,ho preso un virus e aggiungo che un mio collega ha lo stesso identico problema,Tecnico,media,bloccato ho preso un virus e aggiungo che un mio collega ha lo stesso identico problema
427,730,detrazioni fiscali mah devo risolvere oggi,Amministrazione,alta,730 detrazioni fiscali mah devo risolvere oggi
428,virus?,backup non parte i clienti chiamano,Tecnico,alta,virus backup non parte i clienti chiamano
429,vi prego,feedback sul servizio o qualcosa del genere,Commerciale,media,vi prego feedback sul servizio o qualcosa del genere
430,LEGGERE,X L'ENNESIMA VOLTA: INFORMAZZIONI SUI PRODOTTI VOGLIO PARLARE CON UN RESPONSABILE! N SO SE SI PUÒ,Commerciale,bassa,leggere x l'ennesima volta informazzioni sui prodotti voglio parlare con un responsabile n so se si può
431,spedizione,Ehi sostituzione articolo grazie!,Commerciale,media,spedizione ehi sostituzione articolo grazie
432,reclamo,voglio disdire,Commerciale,bassa,reclamo voglio disdire
433,LEGGERE,la busta  più o meno  paga è sbagliata boh devo risolvere oggi,Amministrazione,alta,leggere la busta più o meno paga è sbagliata boh devo risolvere oggi
434,PRODOTTO,Ma è possibile che il prodotto è difettoso Voglio parlare con un responsabile! PRESENTAZIONE TRA POCO,Commerciale,alta,prodotto ma è possibile che il prodotto è difettoso voglio parlare con un responsabile presentazione tra poco
435,fattura,vorrei un preventivo e aggiungo che un mio collega ha lo stesso identico problema quando potete,Commerciale,bassa,fattura vorrei un preventivo e aggiungo che un mio collega ha lo stesso identico problema quando potete
436,problema pc,"con la presente non mi arrivano le mail dei clienti, controllate ringraziando anticipatamente, porgo cordiali saluti. siamo in ritardo",Tecnico,alta,problema pc con la presente non mi arrivano le mail dei clienti controllate ringraziando anticipatamente porgo cordiali saluti siamo in ritardo
437,fattura,posso avere uno sconto il cliente aspetta,Commerciale,alta,fattura posso avere uno sconto il cliente aspetta
438,richiesta,cambio mansione,Amministrazione,media,richiesta cambio mansione
439,pc rotto,il programma si blocca diciamo che sempre o qualcosa del genere quando potete,Tecnico,bassa,pc rotto il programma si blocca diciamo che sempre o qualcosa del genere quando potete
440,ordine,contratto di fornitura comunque sia vi chiedo di intervenire il prima possibile se potete,Commerciale,bassa,ordine contratto di fornitura comunque sia vi chiedo di intervenire il prima possibile se potete
441,permesso,devo fiirmare come dire il contratto ...non ricordo bene bloccato completamente,Amministrazione,alta,permesso devo fiirmare come dire il contratto non ricordo bene bloccato completamente
442,domanda,schermo nero qando accendo quando potete,Tecnico,bassa,domanda schermo nero qando accendo quando potete
443,schermo nero,ho preso non so se mi spiego un virus boh sno fermo,Tecnico,alta,schermo nero ho preso non so se mi spiego un virus boh sno fermo
444,contratto,"Gentilissimi, devo comunicare la malattia In attesa di Vs. risposta, cordialmente. curiosità",Amministrazione,bassa,contratto gentilissimi devo comunicare la malattia in attesa di vs risposta cordialmente curiosità
445,leggere,Salve devo rinnovare l'abbonamento ciao,Commerciale,bassa,leggere salve devo rinnovare l'abbonamento ciao
446,cedolino,devo cambiare l'iban mah,Amministrazione,bassa,cedolino devo cambiare l'iban mah
447,catalogo,ANCORA?? AVETE IL CATALOGO È LA TERZA VOLTA CHE LO SEGNALO!! PENSAVO CHE FORSE!!!,Commerciale,bassa,catalogo ancora avete il catalogo è la terza volta che lo segnalo pensavo che forse
448,aiuto,"spett.le ufficio, ho perso tutti i documenti ringraziando anticipatamente, porgo cordiali saluti. dobbiamo consegnare",Tecnico,alta,aiuto spett le ufficio ho perso tutti i documenti ringraziando anticipatamente porgo cordiali saluti dobbiamo consegnare
449,permesso,Salve ho bisogno di un permesso grazie!,Amministrazione,media,permesso salve ho bisogno di un permesso grazie
450,sconto,devo fare  come dire  un reso ...non ricordo bene,Commerciale,media,sconto devo fare come dire un reso non ricordo bene
451,leggere,devo fare come dire un ordine ma ho bisogno dell'approvazone del budget ...non ricordo bene dobbiamo consegnare,Commerciale,alta,leggere devo fare come dire un ordine ma ho bisogno dell'approvazone del budget non ricordo bene dobbiamo consegnare
452,problema pc,tastiera rotta comunque sia vi chiedo di intervenire il prima possibile se potete è un'emergenza,Tecnico,alta,problema pc tastiera rotta comunque sia vi chiedo di intervenire il prima possibile se potete è un'emergenza
453,reclamo,"non riesco a fare l'ordine online, il sito da errore e aggiungo che un mio collega ha lo stesso identico problema serve subito",Commerciale,alta,reclamo non riesco a fare l'ordine online il sito da errore e aggiungo che un mio collega ha lo stesso identico problema serve subito
454,documento,il cedolino ha più o meno un errore o qualcosa del genere,Amministrazione,bassa,documento il cedolino ha più o meno un errore o qualcosa del genere
455,bloccato,sono in smart working ma il vpn non  nel senso  va e devo fare le note spese e un ordine mah riunione importante,Tecnico,alta,bloccato sono in smart working ma il vpn non nel senso va e devo fare le note spese e un ordine mah riunione importante
456,rimborso,devo parlare hr non riesco a fare niente,Amministrazione,alta,rimborso devo parlare hr non riesco a fare niente
457,hr,richiesta maternità non è urgente,Amministrazione,bassa,hr richiesta maternità non è urgente
458,SCONTO,sollecito pagamento ...non ricordo bene quando potete,Commerciale,media,sconto sollecito pagamento non ricordo bene quando potete
459,ufficio personale,Vi scrivo per la mail per le note spese non parte kome faccio Distinti saluti,Amministrazione,media,ufficio personale vi scrivo per la mail per le note spese non parte kome faccio distinti saluti
460,HR,Per l'ennesima volta: documenti per la banca Pretendo una risposta OGGI!,Amministrazione,media,hr per l'ennesima volta documenti per la banca pretendo una risposta oggi
461,help,teams n funziona il capo chiede,Tecnico,alta,help teams n funziona il capo chiede
462,sconto,PROPOSTA COLLABORAZIONE SE AVETE TEMPO,Commerciale,bassa,sconto proposta collaborazione se avete tempo
463,problema,la fattura del fornitore più o meno non quadra con le mie note spese o qualcosa del genere bloccato completamente,Amministrazione,alta,problema la fattura del fornitore più o meno non quadra con le mie note spese o qualcosa del genere bloccato completamente
464,730,CAMBIO MANSIONE MAH E' UN'EMERGENZA,Amministrazione,alta,730 cambio mansione mah e' un'emergenza
465,preventivo,l'articolo è disponibile URGENTE,Commerciale,alta,preventivo l'articolo è disponibile urgente
466,permesso,la busta paga nel senso è sbagliata nn ricordo bene,Amministrazione,media,permesso la busta paga nel senso è sbagliata nn ricordo bene
467,errore sistema,PER L'ENNESIMA VOLTA: NON RIESCO A STAMPARE PRETENDO UNA RISPOSTA OGGI!,Tecnico,media,errore sistema per l'ennesima volta non riesco a stampare pretendo una risposta oggi
468,password,la mail non  come dire  parte (o forse era un'altra cosa?) era solo un'idea,Tecnico,bassa,password la mail non come dire parte o forse era un'altra cosa era solo un'idea
469,cedolino,aiuto con il  più o meno  730 mah aspetto risposta,Amministrazione,media,cedolino aiuto con il più o meno 730 mah aspetto risposta
470,sconto,voglio annullare l'ordine comunque sia vi chiedo di intervenire il prima possibile se potete,Commerciale,media,sconto voglio annullare l'ordine comunque sia vi chiedo di intervenire il prima possibile se potete
471,schermo nero,"Buongiorno, non riesco ad accedere al portale per vedere la busta paga In attesa di Vs. risposta, cordialmente. non riesco a fare niente",Tecnico,alta,schermo nero buongiorno non riesco ad accedere al portale per vedere la busta paga in attesa di vs risposta cordialmente non riesco a fare niente
472,ufficio personale,"Gentilissimi, devo comunicare la malattia Distinti saluti. presentazione tra poco",Amministrazione,alta,ufficio personale gentilissimi devo comunicare la malattia distinti saluti presentazione tra poco
473,vpn,Desidero segnalare che il backup non parte Grazie per la collaborazione. non posso lavorare,Tecnico,alta,vpn desidero segnalare che il backup non parte grazie per la collaborazione non posso lavorare
474,contratto,detrazioni fiscali comunque sia vi chiedo di intervenire il prima possibile se potete magari un giorno,Amministrazione,bassa,contratto detrazioni fiscali comunque sia vi chiedo di intervenire il prima possibile se potete magari un giorno
475,straordinari,devo cambiare l'iban i clienti chiamano,Amministrazione,alta,straordinari devo cambiare l'iban i clienti chiamano
476,ufficio personale,mi serve cud,Amministrazione,media,ufficio personale mi serve cud
477,permesso,il contratto scade comunque sia vi chiedo di intervenire il prima possibile se potete,Amministrazione,media,permesso il contratto scade comunque sia vi chiedo di intervenire il prima possibile se potete
478,malattia,informazioni sul tfr graz,Amministrazione,media,malattia informazioni sul tfr graz
479,busta paga,vorrei chiedere ferie,Amministrazione,media,busta paga vorrei chiedere ferie
480,aiuto,Per l'ennesima volta: schermo nero quando accendo Pretendo una risposta OGGI!,Tecnico,media,aiuto per l'ennesima volta schermo nero quando accendo pretendo una risposta oggi
481,smart working,Salve voglio dare le dimissioni grz aspetto risposta,Amministrazione,media,smart working salve voglio dare le dimissioni grz aspetto risposta
482,busta paga,richiesta maternità mah,Amministrazione,media,busta paga richiesta maternità mah
483,reclamo,devo fare un ordine ma ho bisogno dell'approvazione del budget,Commerciale,media,reclamo devo fare un ordine ma ho bisogno dell'approvazione del budget
484,reclamo,"Vi scrivo per sostituzione articolo In attesa di Vs. risposta, cordialmente. fatemi sapere",Commerciale,media,reclamo vi scrivo per sostituzione articolo in attesa di vs risposta cordialmente fatemi sapere
485,segnalazione,informazioni prestito aziendale thx,Amministrazione,media,segnalazione informazioni prestito aziendale thx
486,ferie,devo cambiare l'iban,Amministrazione,media,ferie devo cambiare l'iban
487,mail,la stampante non come dire stampa boh qando potete,Tecnico,media,mail la stampante non come dire stampa boh qando potete
488,rete,programma si blocca sempre,Tecnico,media,rete programma si blocca sempre
489,pc rotto,computer si spegne solo,Tecnico,alta,pc rotto computer si spegne solo
490,fattura,"Ciao, vorrei un preventivo ciao il cliente aspetta",Commerciale,alta,fattura ciao vorrei un preventivo ciao il cliente aspetta
491,(nessun oggetto),spedizione urgenete,Commerciale,alta,nessun oggetto spedizione urgenete
492,guasto,devo fare ordine ma ho bisogno dell'approvazione del budget serve subito,Commerciale,alta,guasto devo fare ordine ma ho bisogno dell'approvazione del budget serve subito
493,(NESSUN OGGETTO),ANCORA?? DOCUMENTI PER LA BANCA NON È POSSIBILE ANDARE AVANTI COSÌ!,Amministrazione,media,nessun oggetto ancora documenti per la banca non è possibile andare avanti così
494,schermo nero,programma si blocca sempre grazie,Tecnico,media,schermo nero programma si blocca sempre grazie
495,ferie,la busta paga non so se mi spiego è sbagliata o qualcosa del genere siamo in ritardo,Amministrazione,alta,ferie la busta paga non so se mi spiego è sbagliata o qualcosa del genere siamo in ritardo
496,guasto,pc non funziona e non riesco mandare l'ordine né timbrare ferie magari un giorno,Tecnico,bassa,guasto pc non funziona e non riesco mandare l'ordine né timbrare ferie magari un giorno
497,cedolino,voglio cambiare orario e aggiungo che un mio collega ha lo stesso identico problema fatemi sapere,Amministrazione,media,cedolino voglio cambiare orario e aggiungo che un mio collega ha lo stesso identico problema fatemi sapere
498,non funziona,Ehi informazioni sui prodotti ciao,Commerciale,media,non funziona ehi informazioni sui prodotti ciao
499,internet,la mail non  non so se mi spiego  parte mah,Tecnico,media,internet la mail non non so se mi spiego parte mah
500,permesso,devo firmare il contratto comunque sia vi chiedo di intervenire il prima possibile se potete non posso lavorare,Amministrazione,alta,permesso devo firmare il contratto comunque sia vi chiedo di intervenire il prima possibile se potete non posso lavorare
501,rete,Ma è possibile che teams non funziona È la terza volta che lo segnalo!! con calma,Tecnico,bassa,rete ma è possibile che teams non funziona è la terza volta che lo segnalo con calma
502,CLIENTE,"SPETT.LE UFFICIO, IL MIO ORDINE E IN RITARDO DISTINTI SALUTI. SERVE SUBBITO",Commerciale,alta,cliente spett le ufficio il mio ordine e in ritardo distinti saluti serve subbito
503,info,nota spese da approvare thx,Amministrazione,media,info nota spese da approvare thx
504,lento,ANCORA?? OUTLOOK NON SI APRE VOGLIO PARLARE CON UN RESPONSABILE! ASPETTO RISPOSTA,Tecnico,media,lento ancora outlook non si apre voglio parlare con un responsabile aspetto risposta
505,pc rotto,ho preso  non so se mi spiego  un virus ...non ricordo bene,Tecnico,bassa,pc rotto ho preso non so se mi spiego un virus non ricordo bene
506,ordine,devo fare ordine ma ho bisogno dell'approvazione del budget URGENTE,Commerciale,alta,ordine devo fare ordine ma ho bisogno dell'approvazione del budget urgente
507,fattura,"Desidero segnalare che verifica credito Ringraziando anticipatamente, porgo cordiali saluti. serve subito",Commerciale,alta,fattura desidero segnalare che verifica credito ringraziando anticipatamente porgo cordiali saluti serve subito
508,pagamento,ho pagato ma non risulta,Commerciale,media,pagamento ho pagato ma non risulta
509,Fwd:,richiesta smart working boh,Amministrazione,alta,fwd richiesta smart working boh
510,password,il pc fa rumori strani comunque sia vi chiedo di intervenire il prima possibile se potete fatemi sapere,Tecnico,media,password il pc fa rumori strani comunque sia vi chiedo di intervenire il prima possibile se potete fatemi sapere
511,computer,ma è possibile che excel si chiude da solo è la terza volta che lo segnalo!! con calma,Tecnico,bassa,computer ma è possibile che excel si chiude da solo è la terza volta che lo segnalo con calma
512,offerta,ho pagato  insomma  ma non risulta (o forse era un'altra cosa?) quando potete,Commerciale,bassa,offerta ho pagato insomma ma non risulta o forse era un'altra cosa quando potete
513,vi prego,"desidero segnalare che il mouse non risponde ringraziando anticipatamente, porgo cordiali saluti.",Tecnico,media,vi prego desidero segnalare che il mouse non risponde ringraziando anticipatamente porgo cordiali saluti
514,AIUTO,"MA È POSSIBILE CHE IL SISTEMA DELLE FERIE NON MI FA INSERIRE LA RICHIESTA, DA ERRORE INACCETTABILE!!! NON POSSO LAVORARE",Amministrazione,alta,aiuto ma è possibile che il sistema delle ferie non mi fa inserire la richiesta da errore inaccettabile non posso lavorare
515,(NESSUN OGGETTO),Basta! ho bisogno di un permesso Inaccettabile!!! NON POSSO LAVORARE,Amministrazione,alta,nessun oggetto basta ho bisogno di un permesso inaccettabile non posso lavorare
516,pc rotto,pc non funziona e non riesco mandare l'ordine né timbrare ferie,Tecnico,bassa,pc rotto pc non funziona e non riesco mandare l'ordine né timbrare ferie
517,catalogo,AVETE IL CATALOGO O QUALCOSA DEL GENERE IL CLIENTE ASPETTA,Commerciale,alta,catalogo avete il catalogo o qualcosa del genere il cliente aspetta
518,internet,la mail non parte perché come sapete e' già da un po' ke ho questo problema e non so più cosa fare URGENTE?!,Tecnico,alta,internet la mail non parte perché come sapete e' già da un po' ke ho questo problema e non so più cosa fare urgente
519,RECLAMO,NON È ACCETTABILE KE AVETE IL CATALOGO È LA TERZA VOLTA KE LO SEGNALO!!,Commerciale,bassa,reclamo non è accettabile ke avete il catalogo è la terza volta ke lo segnalo
520,730,Non è accettabile ch informazioni prestito aziendale Voglio parlare con un responsabile! curiosità,Amministrazione,bassa,730 non è accettabile ch informazioni prestito aziendale voglio parlare con un responsabile curiosità
521,straordinari,"ciao, assegni familiari grz devo partire",Amministrazione,alta,straordinari ciao assegni familiari grz devo partire
522,schermo nero,Non e' accettabile che internet non funziona Non è possibile andare avanti così!,Tecnico,media,schermo nero non e' accettabile che internet non funziona non è possibile andare avanti così
523,richiesta,devo cambiare l'iban boh non è urgente,Amministrazione,bassa,richiesta devo cambiare l'iban boh non è urgente
524,schermo nero,il pc non si accende e aggiungo ch un mio collega ha lo stesso identico problemma,Tecnico,bassa,schermo nero il pc non si accende e aggiungo ch un mio collega ha lo stesso identico problemma
525,contratto,info sul tfr,Amministrazione,media,contratto info sul tfr
526,bloccato,internet non funziona e volevo anche dire che ho già provato di tutto ma non funziona niente niente di grave,Tecnico,bassa,bloccato internet non funziona e volevo anche dire che ho già provato di tutto ma non funziona niente niente di grave
527,mail,"non ho più spazio sul disco so ke è urgente ma non c'è fretta, fate con comodo",Tecnico,media,mail non ho più spazio sul disco so ke è urgente ma non c'è fretta fate con comodo
528,VI PREGO,Ma è possibile che il prodotto è difettoso Non è possibile andare avanti così!,Commerciale,media,vi prego ma è possibile che il prodotto è difettoso non è possibile andare avanti così
529,schermo nero,Con la presente non mi fa entrare nel sistema Resto in attesa di un cortese riscontro,Tecnico,bassa,schermo nero con la presente non mi fa entrare nel sistema resto in attesa di un cortese riscontro
530,errore sistema,L'AUDIO NON SI SENTE INOLTRE VI FACCIO PRESENTE CHE QUESTA SITUAZIONE VA AVANTI DA SETTIMANE SE AVETE TEMPO,Tecnico,bassa,errore sistema l'audio non si sente inoltre vi faccio presente che questa situazione va avanti da settimane se avete tempo
531,cedolino,devo parlare hr bloccato completamente,Amministrazione,alta,cedolino devo parlare hr bloccato completamente
532,SCHERMO NERO,il programma  non so se mi spiego  si blocca sempre ...non ricordo bene,Tecnico,bassa,schermo nero il programma non so se mi spiego si blocca sempre non ricordo bene
533,PREVENTIVO,il mio ordine e' in ritardo perche come sapete è già da un po' che ho questo problema e non so più cosa fare,Commerciale,media,preventivo il mio ordine e' in ritardo perche come sapete è già da un po' che ho questo problema e non so più cosa fare
